isco_08,task_id,title,task_text,score_2025,potential25,potential23,mean_score_2025,source,source_year
2421,5,Management and Organization Analysts,Undertaking and reviewing work studies by analysing existing and proposed methods and procedures such as administrative and clerical procedures;,0.535,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
2421,6,Management and Organization Analysts,"Recording and analysing organizations’ workflow charts, records, reports, manuals and job descriptions;",0.585,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
2421,7,Management and Organization Analysts,"Preparing and recommending proposals to revise methods and procedures, alter work flows, redefine job functions and resolve organizational problems;",0.47,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
2421,8,Management and Organization Analysts,"Assisting in implementing approved recommendations, issuing revised instructions and procedure manuals, and drafting other documentation;",0.615,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
2421,9,Management and Organization Analysts,Reviewing operating procedures and advising of departures from procedures and standards.,0.41,Exposed: Gradient 2,The Big Uknown,0.46,reconciled,2025
2422,1,Policy Administration Professionals,Liaising and consulting with programme administrators and other interested parties to identify policy needs;,0.31,Minimal Exposure,The Big Uknown,0.42,predicted,2025
2422,2,Policy Administration Professionals,Reviewing existing policies and legislation to identify anomalies and out-of-date provisions;,0.415,Minimal Exposure,The Big Uknown,0.42,predicted,2025
2422,3,Policy Administration Professionals,"Researching social, economic and industrial trends, and client expectations of programmes and services provided;",0.5,Minimal Exposure,The Big Uknown,0.42,predicted,2025
2422,4,Policy Administration Professionals,"Formulating and analysing policy options, preparing briefing papers and recommendations for policy changes, and advising on preferred options;",0.44,Minimal Exposure,The Big Uknown,0.42,predicted,2025
2422,5,Policy Administration Professionals,"Assessing impacts, financial implications, interactions with other programmes and political and administrative feasibility of policies;",0.39,Minimal Exposure,The Big Uknown,0.42,predicted,2025
2422,6,Policy Administration Professionals,Conducting threat and risk assessments and developing responses;,0.435,Minimal Exposure,The Big Uknown,0.42,predicted,2025
2422,7,Policy Administration Professionals,Reviewing operations and programmes to ensure consistency with policies of the organization.,0.435,Minimal Exposure,The Big Uknown,0.42,predicted,2025
2423,1,Personnel and Careers Professionals,"Advising on and performing personnel functions relating to employee recruitment, placement, training, promotion, compensation, and employee-management relations or other areas of personnel policy;",0.39,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
2423,2,Personnel and Careers Professionals,"Studying and analysing jobs performed in an establishment by various means, including interviews with workers, supervisors and management, and writing detailed position, job or occupation descriptions from information obtained;",0.53,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
2423,3,Personnel and Careers Professionals,Preparing occupational information or working on occupational classification systems;,0.505,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
2423,4,Personnel and Careers Professionals,"Advising and working on the foregoing and other aspects of job and occupational analysis in such fields as personnel administration, workforce research and planning, training or occupational information and vocational guidance;",0.385,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
2423,5,Personnel and Careers Professionals,"Studying and advising individuals on employment opportunities, career choices and further education or training that may be desirable.",0.43,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
2424,1,Training and Staff Development Professionals,Identifying training needs and requirements of individuals and organizations;,0.35,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2424,2,Training and Staff Development Professionals,Setting human resource development objectives and evaluating learning outcomes;,0.365,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2424,3,Training and Staff Development Professionals,"Preparing and developing instructional training material and aids such as handbooks, visual aids, online tutorials, demonstration models and supporting training reference documentation;",0.485,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2424,4,Training and Staff Development Professionals,"Designing, coordinating, scheduling and conducting training and development programmes that can be delivered in the form of individual and group instruction, and facilitating workshops, meetings, demonstrations and conferences;",0.37,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2424,5,Training and Staff Development Professionals,Liaising with external training providers to arrange delivery of specific training and development programmes;,0.3525,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2424,6,Training and Staff Development Professionals,"Promoting internal and external training and development, and evaluating these promotional activities;",0.3775,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2424,7,Training and Staff Development Professionals,"Monitoring and performing ongoing evaluation and assessment of internal and external training quality and effectiveness, and reviewing and modifying training objectives, methods and course deliverables;",0.35,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2424,8,Training and Staff Development Professionals,"Gathering, investigating and researching background materials to gain an understanding of various subject matters and systems.",0.605,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
2431,1,Advertising and Marketing Professionals,"Planning, developing and organizing advertising policies and campaigns to support sales objectives;",0.51,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,2,Advertising and Marketing Professionals,"Advising managers and clients on strategies and campaigns to reach target markets, creating consumer awareness and effectively promoting the attributes of goods and services;",0.465,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,3,Advertising and Marketing Professionals,"Writing advertising copy and media scripts, and arranging television and film production and media placement;",0.665,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,4,Advertising and Marketing Professionals,Collecting and analysing data regarding consumer patterns and preferences;,0.65,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,5,Advertising and Marketing Professionals,Interpreting and predicting current and future consumer trends;,0.585,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,6,Advertising and Marketing Professionals,Researching potential demand and market characteristics for new goods and services;,0.6100000000000001,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,7,Advertising and Marketing Professionals,"Supporting business growth and development through the preparation and execution of marketing objectives, policies and programmes;",0.465,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,8,Advertising and Marketing Professionals,Commissioning and undertaking market research to identify market opportunities for new and existing goods and services;,0.605,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2431,9,Advertising and Marketing Professionals,"Advising on all elements of marketing such as product mix, pricing, advertising and sales promotion, selling and distribution channels.",0.4375,Exposed: Gradient 3,The Big Uknown,0.55,predicted,2025
2432,1,Public Relations Professionals,Planning and organizing publicity campaigns and communication strategies;,0.44,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2432,2,Public Relations Professionals,"Advising executives on the public relations implications of their policies, programmes and practices preparing and controlling the issue of news and press releases;",0.485,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2432,3,Public Relations Professionals,"Undertaking and commissioning public opinion research, analysing the findings and planning public relations and promotional campaigns;",0.585,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2432,4,Public Relations Professionals,"Organizing special events, seminars, entertainment, competitions and social functions to promote goodwill and favourable publicity;",0.3325,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2432,5,Public Relations Professionals,Representing organizations and arranging interviews with publicity media;,0.465,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2432,6,Public Relations Professionals,"Attending business, social and other functions to promote the organization;",0.33,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2432,7,Public Relations Professionals,Commissioning and obtaining photographs and other illustrative material;,0.335,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2432,8,Public Relations Professionals,"Selecting, appraising and revising material submitted by publicity writers, photographers, illustrators and others to create favourable publicity.",0.48,Exposed: Gradient 2,Not affected,0.43,predicted,2025
2433,1,Technical and Medical Sales Professionals (excluding ICT),Compiling lists of prospective client businesses using directories and other sources;,0.65,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,2,Technical and Medical Sales Professionals (excluding ICT),"Acquiring and updating knowledge of employers’ and competitors’ goods and services, and market conditions;",0.66,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,3,Technical and Medical Sales Professionals (excluding ICT),Visiting regular and prospective client businesses to establish and act on selling opportunities;,0.3625,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,4,Technical and Medical Sales Professionals (excluding ICT),Assessing clients' needs and resources and recommending appropriate goods or services;,0.459,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,5,Technical and Medical Sales Professionals (excluding ICT),Providing input to product design where goods or services must be tailored to suit clients’ needs;,0.42,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,6,Technical and Medical Sales Professionals (excluding ICT),Developing reports and proposals as part of sales presentation to demonstrate benefits from use of goods or service;,0.595,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,7,Technical and Medical Sales Professionals (excluding ICT),Estimating costs of installing and maintaining equipment or service;,0.35,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,8,Technical and Medical Sales Professionals (excluding ICT),"Monitoring customers’ changing needs and competitor activity, and reporting these developments to sales management;",0.5,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,9,Technical and Medical Sales Professionals (excluding ICT),"Quoting and negotiating prices and credit terms, and preparing and administering sales contracts;",0.485,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,10,Technical and Medical Sales Professionals (excluding ICT),"Arranging delivery of goods, installation of equipment and the provision of services;",0.505,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,11,Technical and Medical Sales Professionals (excluding ICT),Reporting to sales management on sales made and the marketability of goods and services;,0.525,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2433,12,Technical and Medical Sales Professionals (excluding ICT),Consulting with clients after sale to ensure a satisfactory resolution of any problems and provide ongoing support.,0.48,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
2434,1,Information and Communications Technology Sales Professionals,"Soliciting orders and selling goods to retail, industrial, wholesale and other establishments;",0.4725,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
2434,2,Information and Communications Technology Sales Professionals,"Selling technical equipment, supplies and related services to business establishments or individuals;",0.45,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
2434,3,Information and Communications Technology Sales Professionals,"Discussing the needs of new and existing customers and providing specialized information about how particular equipment, supplies and services meet those needs;",0.48,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
2434,4,Information and Communications Technology Sales Professionals,"Quoting and negotiating prices and credit terms, and completing contracts and recording orders;",0.515,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
2434,5,Information and Communications Technology Sales Professionals,Updating customer records and preparing sales reports;,0.65,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
2434,6,Information and Communications Technology Sales Professionals,"Arranging delivery of goods, installation of equipment and the provision of services;",0.4,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
2434,7,Information and Communications Technology Sales Professionals,Reporting customers' reactions and requirements to manufacturers.,0.62,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
2511,1,Systems Analysts,Consulting with users to formulate and document requirements and with management to ensure agreement on systems principles;,0.495,Exposed: Gradient 2,Not affected,0.49,predicted,2025
2511,2,Systems Analysts,"Identifying and analysing business processes, procedures and work practices;",0.455,Exposed: Gradient 2,Not affected,0.49,predicted,2025
2511,3,Systems Analysts,Identifying and evaluating inefficiencies and recommending optimal business practices and system functionality and behaviour;,0.485,Exposed: Gradient 2,Not affected,0.49,predicted,2025
2511,4,Systems Analysts,"Taking responsibility for deploying functional solutions, such as creating, adopting and implementing system test plans;",0.45,Exposed: Gradient 2,Not affected,0.49,predicted,2025
2511,5,Systems Analysts,Developing functional specifications for use by systems developers;,0.5625,Exposed: Gradient 2,Not affected,0.49,predicted,2025
2511,6,Systems Analysts,Expanding or modifying systems to improve workflow or serve new purposes;,0.435,Exposed: Gradient 2,Not affected,0.49,predicted,2025
2511,7,Systems Analysts,Coordinating and linking the computer systems within an organization to increase compatibility.,0.5475000000000001,Exposed: Gradient 2,Not affected,0.49,predicted,2025
2512,1,Software Developers,"Researching, analysing and evaluating requirements for software applications and operating systems;",0.605,Exposed: Gradient 3,Not affected,0.53,predicted,2025
2512,2,Software Developers,"Researching, designing, and developing computer software systems;",0.5,Exposed: Gradient 3,Not affected,0.53,reconciled,2025
2512,3,Software Developers,Consulting with engineering staff to evaluate interfaces between hardware and software;,0.4525,Exposed: Gradient 3,Not affected,0.53,predicted,2025
2512,4,Software Developers,Developing and directing software testing and validation procedures;,0.655,Exposed: Gradient 3,Not affected,0.53,predicted,2025
2512,5,Software Developers,"Modifying existing software to correct errors, to adapt it to new hardware or to upgrade interfaces and improve performance;",0.5,Exposed: Gradient 3,Not affected,0.53,predicted,2025
2512,6,Software Developers,Directing software programming and development of documentation;,0.52,Exposed: Gradient 3,Not affected,0.53,reconciled,2025
2512,7,Software Developers,"Assessing, developing, upgrading and documenting maintenance procedures for operating systems, communications environments and applications software;",0.53,Exposed: Gradient 3,Not affected,0.53,reconciled,2025
2512,8,Software Developers,Consulting with customers concerning maintenance of software system.,0.45,Exposed: Gradient 3,Not affected,0.53,predicted,2025
2513,1,Web and Multimedia Developers,"Analysing, designing and developing Internet sites by applying a mixture of artistry and creativity with software programming and scripting languages and interfacing with operating environments;",0.65,Exposed: Gradient 4,Not affected,0.6,predicted,2025
2513,2,Web and Multimedia Developers,"Designing and developing digital animations, imaging, presentations, games, audio and video clips, and Internet applications using multimedia software, tools and utilities, interactive graphics and programming languages;",0.66,Exposed: Gradient 4,Not affected,0.6,predicted,2025
2513,3,Web and Multimedia Developers,"Communicating with network specialists regarding web-related issues, such as security and hosting web sites, to control and enforce Internet and web server security, space allocation, user access, business continuity, web site backup and disaster recovery planning;",0.48,Exposed: Gradient 4,Not affected,0.6,predicted,2025
2513,4,Web and Multimedia Developers,"Designing, developing and integrating computer code with other specialised inputs, such as image files, audio files and scripting languages, to produce, maintain and support web sites;",0.6675,Exposed: Gradient 4,Not affected,0.6,predicted,2025
2513,5,Web and Multimedia Developers,"Assisting in analysing, specifying and developing Internet strategies, web-based methodologies and development plans.",0.565,Exposed: Gradient 4,Not affected,0.6,predicted,2025
2514,1,Applications Programmers,Writing and maintaining programme code outlined in instructions and specifications in accordance with quality accredited standards;,0.685,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
2514,2,Applications Programmers,"Revising, repairing or expanding existing programmes to increase operating efficiency or adapt to new requirements;",0.555,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
2514,3,Applications Programmers,Conducting trial runs of programmes and software applications to confirm that they will produce the desired information;,0.535,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
2514,4,Applications Programmers,Compiling and writing documentation of programme development;,0.615,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
2514,5,Applications Programmers,"Identifying and communicating technical problems, processes and solutions.",0.465,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
2519,1,Software and Applications Developers and Analysts Not Elsewhere Classified,Developing and documenting software testing plans;,0.665,Exposed: Gradient 3,Augmentation Potential,0.55,predicted,2025
2519,2,Software and Applications Developers and Analysts Not Elsewhere Classified,Installing software and hardware and configuring operating system software in preparation for testing;,0.35,Exposed: Gradient 3,Augmentation Potential,0.55,predicted,2025
2519,3,Software and Applications Developers and Analysts Not Elsewhere Classified,Verifying that programmes function according to user requirements and established guidelines;,0.396,Exposed: Gradient 3,Augmentation Potential,0.55,predicted,2025
2519,4,Software and Applications Developers and Analysts Not Elsewhere Classified,"Executing, analysing and documenting results of software application tests and information and telecommunication systems tests;",0.6625000000000001,Exposed: Gradient 3,Augmentation Potential,0.55,predicted,2025
2519,5,Software and Applications Developers and Analysts Not Elsewhere Classified,"Developing and implementing software and information system testing policies, procedures and scripts.",0.6775,Exposed: Gradient 3,Augmentation Potential,0.55,predicted,2025
2521,1,Database Designers and Administrators,"Designing and developing database architecture, data structures, tables, dictionaries and naming conventions for information systems projects;",0.625,Exposed: Gradient 3,Not affected,0.57,predicted,2025
2521,2,Database Designers and Administrators,"Designing, constructing, modifying, integrating, implementing and testing database management systems;",0.665,Exposed: Gradient 3,Not affected,0.57,predicted,2025
2521,3,Database Designers and Administrators,"Conducting research and providing advice on the selection, application and implementation of database management tools;",0.5349999999999999,Exposed: Gradient 3,Not affected,0.57,predicted,2025
2521,4,Database Designers and Administrators,"Developing and implementing data administration policy, documentation, standards and models;",0.53,Exposed: Gradient 3,Not affected,0.57,reconciled,2025
2521,5,Database Designers and Administrators,Developing policies and procedures for database access and usage and for the backup and recovery of data;,0.615,Exposed: Gradient 3,Not affected,0.57,predicted,2025
2521,6,Database Designers and Administrators,"Performing the operational establishment and preventive maintenance of backups, recovery procedures, and enforcing security and integrity controls.",0.435,Exposed: Gradient 3,Not affected,0.57,predicted,2025
2522,1,Systems Aministrators,"Maintaining and administering computer networks and related computing environments including computer hardware, systems software, applications software and all configurations;",0.585,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
2522,2,Systems Aministrators,"Recommending changes to improve systems and network configurations, and determining hardware or software requirements related to such changes;",0.61,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
2522,3,Systems Aministrators,Diagnosing hardware and software problems;,0.475,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
2522,4,Systems Aministrators,Performing data backups and disaster recovery operations;,0.575,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
2522,5,Systems Aministrators,"Operating master consoles to monitor the performance of computer systems and networks, and to coordinate computer network access and use.",0.585,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
2523,1,Computer Network Professionals,"Analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems;",0.585,Exposed: Gradient 3,Augmentation Potential,0.52,predicted,2025
2523,2,Computer Network Professionals,"Researching, analysing, evaluating and monitoring network infrastructure to ensure networks are configured to operate at optimal performance;",0.53,Exposed: Gradient 3,Augmentation Potential,0.52,predicted,2025
2523,3,Computer Network Professionals,"Assessing and recommending improvements to network operations and integrated hardware, software, communications and operating systems;",0.565,Exposed: Gradient 3,Augmentation Potential,0.52,predicted,2025
2523,4,Computer Network Professionals,Providing specialist skills in supporting and troubleshooting network problems and emergencies;,0.435,Exposed: Gradient 3,Augmentation Potential,0.52,predicted,2025
2523,5,Computer Network Professionals,"Installing, configuring, testing, maintaining and administering new and upgraded networks, software database applications, servers and workstations;",0.45,Exposed: Gradient 3,Augmentation Potential,0.52,predicted,2025
2523,6,Computer Network Professionals,"Preparing and maintaining procedures and documentation for network inventory, and recording diagnosis and resolution of network faults, enhancements and modifications to networks and maintenance instructions;",0.565,Exposed: Gradient 3,Augmentation Potential,0.52,predicted,2025
2523,7,Computer Network Professionals,"Monitoring network traffic and activity, capacity and usage to ensure continued integrity and optimal network performance.",0.48,Exposed: Gradient 3,Augmentation Potential,0.52,predicted,2025
2611,1,Lawyers,Giving clients legal advice on a wide variety of subjects and undertaking legal business on clients’ behalf;,0.3175,Minimal Exposure,Not affected,0.36,predicted,2025
2611,2,Lawyers,"Researching legal principles, statutes and previous court decisions related to specific cases;",0.4,Minimal Exposure,Not affected,0.36,predicted,2025
2611,3,Lawyers,"Gathering evidence to formulate a defence or to initiate legal actions, by such means as interviewing clients and witnesses to ascertain the facts of a case;",0.32,Minimal Exposure,Not affected,0.36,predicted,2025
2611,4,Lawyers,Evaluating findings and develop strategies and arguments in preparation for presentation of cases;,0.565,Minimal Exposure,Not affected,0.36,predicted,2025
2611,5,Lawyers,"Pleading clients’ cases before courts of law, tribunals and administrative boards or instructing barristers to plead in higher courts of justice;",0.3,Minimal Exposure,Not affected,0.36,predicted,2025
2611,6,Lawyers,Accepting briefs and pleading in the higher court;,0.32,Minimal Exposure,Not affected,0.36,predicted,2025
2611,7,Lawyers,Acting as prosecutor on behalf of the Government;,0.25,Minimal Exposure,Not affected,0.36,predicted,2025
2611,8,Lawyers,Negotiating settlements in matters which involve legal disputes;,0.335,Minimal Exposure,Not affected,0.36,predicted,2025
2611,9,Lawyers,Drafting legislation and preparing government regulations based on existing laws;,0.365,Minimal Exposure,Not affected,0.36,predicted,2025
2611,10,Lawyers,"Drawing up legal documents such as contracts, real estate transactions and wills and preparing statements of legal opinions.",0.46,Minimal Exposure,Not affected,0.36,predicted,2025
2612,1,Judges,Presiding over trials and hearings;,0.15,Not Exposed,Not affected,0.31,predicted,2025
2612,2,Judges,Interpreting and enforcing rules of procedure and making rulings regarding the admissibility of evidence;,0.33,Not Exposed,Not affected,0.31,predicted,2025
2612,3,Judges,"Determining the rights and obligations of the parties involved, and, in cases tried by jury;",0.355,Not Exposed,Not affected,0.31,predicted,2025
2612,4,Judges,Instructing the jury on points of law that are applicable to the case;,0.35,Not Exposed,Not affected,0.31,predicted,2025
2612,5,Judges,Weighing and considering evidence in non-jury trials and deciding legal guilt or innocence or degree of liability of the accused or defendant;,0.325,Not Exposed,Not affected,0.31,predicted,2025
2612,6,Judges,"Passing sentence on persons convicted in criminal cases, determining damages or other appropriate remedy in civil cases and issuing court orders;",0.265,Not Exposed,Not affected,0.31,predicted,2025
2612,7,Judges,Researching legal issues and writing opinions on the issues.,0.4125,Not Exposed,Not affected,0.31,predicted,2025
2619,1,Legal Professionals Not Elsewhere Classified,"Giving advice on legal aspects of various personal, business and administrative problems;",0.4,Minimal Exposure,Not affected,0.37,predicted,2025
2619,2,Legal Professionals Not Elsewhere Classified,Drawing up legal documents and contracts;,0.4,Minimal Exposure,Not affected,0.37,predicted,2025
2619,3,Legal Professionals Not Elsewhere Classified,Arranging property transfers;,0.4475,Minimal Exposure,Not affected,0.37,predicted,2025
2619,4,Legal Professionals Not Elsewhere Classified,"Determining, by inquest, the causes of any death not obviously due to natural causes.",0.244,Minimal Exposure,Not affected,0.37,predicted,2025
3111,1,Chemical and Physical Science Technicians,"Collecting samples and preparing materials and equipment for experiments, tests and analyses;",0.17,Not Exposed,Not affected,0.26,predicted,2025
3111,2,Chemical and Physical Science Technicians,"Carrying out routine laboratory tests and performing a variety of technical support functions to assist chemical and physical scientists in research, development, analysis and testing;",0.2575,Not Exposed,Not affected,0.26,predicted,2025
3111,3,Chemical and Physical Science Technicians,"Controlling the quality and quantity of laboratory supplies by testing samples and monitoring usage and preparing detailed estimates of quantities and costs of materials and labour required for projects, according to the specifications given;",0.4125,Not Exposed,Not affected,0.26,predicted,2025
3111,4,Chemical and Physical Science Technicians,"Setting up, operating, and maintaining laboratory instruments and equipment, monitoring experiments, making observations, and calculating and recording results;",0.2875,Not Exposed,Not affected,0.26,predicted,2025
3111,5,Chemical and Physical Science Technicians,Preparing materials for experimentation such as freezing and slicing specimens and mixing chemicals;,0.1475,Not Exposed,Not affected,0.26,predicted,2025
3111,6,Chemical and Physical Science Technicians,"Collecting and testing earth and water samples, recording observations and analysing data in support of geologists or geophysicists.",0.27,Not Exposed,Not affected,0.26,predicted,2025
3112,1,Civil Engineering Technicians,Performing or assisting with field and laboratory tests of soils and construction materials;,0.195,Not Exposed,Not affected,0.28,predicted,2025
3112,2,Civil Engineering Technicians,"Providing technical assistance connected with the construction of buildings and other structures, and with surveys or the preparation of survey reports;",0.3575,Not Exposed,Not affected,0.28,predicted,2025
3112,3,Civil Engineering Technicians,"Ensuring compliance with design specifications, relevant legislation and regulations, and maintenance of desired standards of materials and work;",0.305,Not Exposed,Not affected,0.28,predicted,2025
3112,4,Civil Engineering Technicians,Applying technical knowledge of building and civil engineering principles and practices in order to identify and solve problems arising;,0.285,Not Exposed,Not affected,0.28,predicted,2025
3112,5,Civil Engineering Technicians,"Assisting with the preparation of detailed estimates of quantities and costs of materials and labour required for projects, according to the specifications given;",0.41,Not Exposed,Not affected,0.28,predicted,2025
3112,6,Civil Engineering Technicians,Organizing maintenance and repairs;,0.17,Not Exposed,Not affected,0.28,predicted,2025
3112,7,Civil Engineering Technicians,"Inspecting buildings and structures during and after construction to ensure that they comply with building, grading, zoning and safety laws and approved plans, specifications and standards, as well as with other rules concerning quality and safety of buildings;",0.26,Not Exposed,Not affected,0.28,predicted,2025
3112,8,Civil Engineering Technicians,"Inspecting industrial plant, hotels, cinemas and other buildings and structures to detect fire hazards and advise on how they can be removed;",0.24,Not Exposed,Not affected,0.28,predicted,2025
3112,9,Civil Engineering Technicians,"Advising on the installation of fire detectors and sprinkler systems and the use of materials in the construction of buildings, and means of transportation to reduce risk of fire and extent of damage and danger if fire occurs.",0.265,Not Exposed,Not affected,0.28,predicted,2025
3113,1,Electrical Engineering Technicians,"Providing technical assistance in research on and development of electrical equipment and facilities, or testing prototypes;",0.3125,Not Exposed,Not affected,0.27,predicted,2025
3113,2,Electrical Engineering Technicians,Designing and preparing blueprints of electrical installations and circuitry according to the specifications given;,0.295,Not Exposed,Not affected,0.27,predicted,2025
3113,3,Electrical Engineering Technicians,"Preparing detailed estimates of quantities and costs of materials and labour required for manufacture and installation, according to the specifications given;",0.3,Not Exposed,Not affected,0.27,predicted,2025
3113,4,Electrical Engineering Technicians,"Monitoring technical aspects of the manufacture, installation, utilization, maintenance and repair of electrical systems and equipment to ensure satisfactory performance and compliance with specifications and regulations;",0.28,Not Exposed,Not affected,0.27,predicted,2025
3113,5,Electrical Engineering Technicians,"Planning installation methods, checking completed installation for safety and controls or undertaking the initial running of the new electrical equipment or systems;",0.25,Not Exposed,Not affected,0.27,predicted,2025
3113,6,Electrical Engineering Technicians,"Assembling, installing, testing, calibrating, modifying and repairing electrical equipment and installations to conform with regulations and safety requirements.",0.184,Not Exposed,Not affected,0.27,predicted,2025
3114,1,Electronics Engineering Technicians,"Providing technical assistance in research and development of electronic equipment, or testing prototypes;",0.335,Minimal Exposure,Not affected,0.38,predicted,2025
3114,2,Electronics Engineering Technicians,Designing and preparing blueprints of electronic circuitry according to the specifications given;,0.575,Minimal Exposure,Not affected,0.38,predicted,2025
3114,3,Electronics Engineering Technicians,"Preparing detailed estimates of quantities and costs of materials and labour required for the manufacture and installation of electronic equipment, according to the specifications given;",0.46,Minimal Exposure,Not affected,0.38,predicted,2025
3114,4,Electronics Engineering Technicians,"Monitoring technical aspects of the manufacture, utilization, maintenance and repair of electronic equipment to ensure satisfactory performance and ensure compliance with specifications and regulations;",0.3525,Minimal Exposure,Not affected,0.38,predicted,2025
3114,5,Electronics Engineering Technicians,"Assisting in the design, development, installation, operation and maintenance of electronic systems;",0.35,Minimal Exposure,Not affected,0.38,predicted,2025
3114,6,Electronics Engineering Technicians,"Planning installation methods, checking completed installation for safety and controls or undertaking the initial running of the new electronic equipment or system;",0.2525,Minimal Exposure,Not affected,0.38,predicted,2025
3114,7,Electronics Engineering Technicians,"Conducting tests of electronic systems, collecting and analysing data, and assembling circuitry in support of electronics engineers.",0.3325,Minimal Exposure,Not affected,0.38,predicted,2025
3115,1,Mechanical Engineering Technicians,"Providing technical assistance in research on and development of machines and mechanical installations, facilities and components, or testing prototypes;",0.275,Not Exposed,Not affected,0.26,predicted,2025
3115,2,Mechanical Engineering Technicians,"Designing and preparing layouts of machines and mechanical installations, facilities and components according to the specifications given;",0.285,Not Exposed,Not affected,0.26,predicted,2025
3115,3,Mechanical Engineering Technicians,Preparing detailed estimates of quantities and costs of materials and labour required for manufacture and installation according to the specifications given;,0.415,Not Exposed,Not affected,0.26,predicted,2025
3115,4,Mechanical Engineering Technicians,"Monitoring technical aspects of manufacture, utilization, maintenance and repair of machines and mechanical installations, facilities and components to ensure satisfactory performance and compliance with specifications and regulations;",0.2625,Not Exposed,Not affected,0.26,predicted,2025
3115,5,Mechanical Engineering Technicians,"Developing and monitoring the implementation of safety standards and procedures for marine survey work in relation to ships' hulls, equipment and cargoes;",0.25,Not Exposed,Not affected,0.26,predicted,2025
3115,6,Mechanical Engineering Technicians,"Assembling and installing new and modified mechanical assemblies, components, machine tools and controls, and hydraulic power systems;",0.1375,Not Exposed,Not affected,0.26,predicted,2025
3115,7,Mechanical Engineering Technicians,"Conducting tests of mechanical systems, collecting and analysing data and assembling and installing mechanical assemblies in support of mechanical engineers;",0.1775,Not Exposed,Not affected,0.26,predicted,2025
